,lat,lon,depth,time,evid,nass,ml,sdobs,etype,matchid
293,61.5209,-150.1037,29.8411,1543623070.64486,2078,7,2.18,0.4298,-,293
294,61.4623,-149.9449,35.2511,1543623106.32834,2081,53,3.2,0.6674,-,294
295,61.3951,-150.0684,31.6554,1543623131.42895,2084,50,3.3,0.8473,-,295
296,61.3661,-150.061,35.7855,1543623239.20319,2102,47,2.37,0.7218,-,296
297,61.523,-149.8993,45.0585,1543623276.35326,2104,11,2.42,0.6075,-,297
298,61.5239,-149.7029,35.0133,1543623290.62544,2108,15,2.36,0.7592,-,298
299,61.3864,-149.9436,41.6476,1543623414.83499,2117,70,3.07,0.6169,-,299
300,61.3833,-150.051,35.0874,1543623535.82515,2122,83,3.7,0.5662,-,300
301,61.4151,-150.0595,35.6189,1543623777.50347,2140,17,1.78,0.7268,-,301
302,61.5075,-149.9214,35.3421,1543623876.90935,2156,38,1.95,0.6184,-,302
303,61.4334,-150.1173,35.556,1543623930.41163,2165,25,1.96,0.6121,-,303
304,61.3786,-149.9357,42.0781,1543624026.80635,2167,62,2.63,0.7773,-,304
305,61.4542,-149.954,38.1637,1543624110.73615,2171,14,1.75,0.4129,-,305
306,61.3701,-150.0627,35.1872,1543624185.0557,2176,68,2.23,0.7508,-,306
307,61.51,-149.9038,33.3777,1543624269.31087,2185,57,2.29,0.5486,-,307
308,61.5092,-150.1328,21.0528,1543624411.9117,2194,9,2.87,0.6712,-,308
309,61.3769,-150.0669,43.2613,1543624451.52781,2198,64,3.42,0.4173,-,309
310,61.4536,-149.9378,35.4378,1543624540.38404,2211,25,2.4,0.7474,-,310
311,61.4671,-149.9091,34.6818,1543624668.33963,2219,30,2.51,0.6586,-,311
312,61.3602,-150.0474,26.8349,1543624750.3059,2222,24,2.18,0.9916,-,312
313,61.4188,-150.0833,24.3243,1543624811.63488,2226,17,2.13,0.554,-,313
314,61.3587,-149.9979,62.6922,1543624915.38549,2233,65,3.59,0.3276,-,314
315,61.396,-150.0679,35.6935,1543625004.8545,2244,37,2.7,0.5741,-,315
316,61.4217,-149.9493,28.823,1543625085.0502,2255,6,1.78,0.619,-,316
317,61.3676,-149.9886,38.8762,1543625102.08593,2250,38,2.51,0.637,-,317
318,61.4979,-149.9052,37.8698,1543625342.98562,2260,45,2.51,0.5716,-,318
